,300,500,800
781,331.0,530.0,869.0
782,369.0,526.0,852.0
783,597.0,800.0,1103.0
784,341.0,594.0,840.0
785,486.0,687.0,992.0
786,409.0,616.0,908.0
787,556.0,779.0,1065.0
788,440.0,575.0,871.0
789,385.0,591.0,914.0
790,532.0,687.0,996.0
791,498.0,502.0,841.0
792,577.0,772.0,1070.0
793,698.0,902.0,1214.0
794,703.0,889.0,1152.0
795,688.0,874.0,1165.0
796,514.0,684.0,994.0
797,341.0,503.0,802.0
798,824.0,758.0,972.0
799,420.0,609.0,907.0
800,565.0,694.0,1040.0
801,482.0,699.0,1013.0
802,601.0,795.0,1061.0
803,636.0,852.0,1177.0
804,763.0,759.0,837.0
805,784.0,981.0,1294.0
806,742.0,942.0,1261.0
807,437.0,616.0,901.0
808,733.0,920.0,1205.0
809,404.0,587.0,903.0
810,402.0,545.0,850.0
811,480.0,622.0,916.0
812,675.0,868.0,1180.0
813,695.0,893.0,1181.0
814,698.0,926.0,1255.0
815,317.0,507.0,813.0
816,448.0,605.0,885.0
817,541.0,737.0,1079.0
818,623.0,830.0,1114.0
819,832.0,1052.0,1325.0
820,577.0,777.0,1114.0
821,327.0,836.0,1141.0
822,590.0,845.0,1162.0
823,679.0,887.0,1167.0
824,416.0,610.0,957.0
825,568.0,776.0,1053.0
826,757.0,1000.0,1307.0
827,441.0,552.0,871.0
828,519.0,696.0,1003.0
829,529.0,724.0,1010.0
830,385.0,591.0,891.0
831,359.0,581.0,864.0
832,688.0,895.0,1175.0
833,346.0,582.0,870.0
834,532.0,669.0,947.0
835,385.0,628.0,898.0
836,687.0,877.0,1199.0
837,461.0,692.0,985.0
838,307.0,777.0,1067.0
839,389.0,589.0,865.0
840,378.0,593.0,908.0
841,401.0,586.0,886.0
842,585.0,766.0,1075.0
843,388.0,582.0,869.0
844,487.0,686.0,1003.0
845,479.0,682.0,958.0
846,554.0,789.0,1069.0
847,1001.0,1195.0,1492.0
848,524.0,714.0,1032.0
849,894.0,1055.0,1394.0
850,480.0,530.0,809.0
851,505.0,673.0,947.0
852,487.0,714.0,973.0
853,799.0,1023.0,1381.0
854,585.0,814.0,1088.0
